water_temp_c,water_absolute_viscosity_poises,water_density_kgm3,water_density_Mg_m3
50,5441600.052,987.57688,0.98757688
50.1,5432356.826,987.5265535,0.987526553
50.2,5423139.357,987.476128,0.987476128
50.3,5413947.552,987.4256035,0.987425603
50.4,5404781.316,987.37498,0.98737498
50.5,5395640.556,987.3242575,0.987324257
50.6,5386525.18,987.273436,0.987273436
50.7,5377435.094,987.2225155,0.987222516
50.8,5368370.206,987.171496,0.987171496
50.9,5359330.425,987.1203775,0.987120377
51,5350315.658,987.06916,0.98706916
51.1,5341325.816,987.0178435,0.987017843
51.2,5332360.808,986.966428,0.986966428
51.3,5323420.543,986.9149135,0.986914913
51.4,5314504.932,986.8633,0.9868633
51.5,5305613.885,986.8115875,0.986811587
51.6,5296747.313,986.759776,0.986759776
51.7,5287905.128,986.7078655,0.986707865
51.8,5279087.242,986.655856,0.986655856
51.9,5270293.566,986.6037475,0.986603747
52,5261524.014,986.55154,0.98655154
52.1,5252778.498,986.4992335,0.986499234
52.2,5244056.932,986.446828,0.986446828
52.3,5235359.229,986.3943235,0.986394324
52.4,5226685.304,986.34172,0.98634172
52.5,5218035.071,986.2890175,0.986289018
52.6,5209408.445,986.236216,0.986236216
52.7,5200805.342,986.1833155,0.986183315
52.8,5192225.676,986.130316,0.986130316
52.9,5183669.364,986.0772175,0.986077217
53,5175136.322,986.02402,0.98602402
53.1,5166626.468,985.9707235,0.985970723
53.2,5158139.717,985.917328,0.985917328
53.3,5149675.988,985.8638335,0.985863833
53.4,5141235.198,985.81024,0.98581024
53.5,5132817.266,985.7565475,0.985756547
53.6,5124422.109,985.702756,0.985702756
53.7,5116049.648,985.6488655,0.985648866
53.8,5107699.801,985.594876,0.985594876
53.9,5099372.487,985.5407875,0.985540788
54,5091067.628,985.4866,0.9854866
54.1,5082785.142,985.4323135,0.985432313
54.2,5074524.951,985.377928,0.985377928
54.3,5066286.976,985.3234435,0.985323443
54.4,5058071.138,985.26886,0.98526886
54.5,5049877.358,985.2141775,0.985214178
54.6,5041705.559,985.159396,0.985159396
54.7,5033555.663,985.1045155,0.985104515
54.8,5025427.592,985.049536,0.985049536
54.9,5017321.271,984.9944575,0.984994457
55,5009236.621,984.93928,0.98493928
55.1,5001173.567,984.8840035,0.984884003
55.2,4993132.033,984.828628,0.984828628
55.3,4985111.943,984.7731535,0.984773153
55.4,4977113.221,984.71758,0.98471758
55.5,4969135.793,984.6619075,0.984661907
55.6,4961179.584,984.606136,0.984606136
55.7,4953244.52,984.5502655,0.984550265
55.8,4945330.527,984.494296,0.984494296
55.9,4937437.53,984.4382275,0.984438227
56,4929565.456,984.38206,0.98438206
56.1,4921714.233,984.3257935,0.984325793
56.2,4913883.788,984.269428,0.984269428
56.3,4906074.047,984.2129635,0.984212963
56.4,4898284.939,984.1564,0.9841564
56.5,4890516.393,984.0997375,0.984099737
56.6,4882768.335,984.042976,0.984042976
56.7,4875040.696,983.9861155,0.983986115
56.8,4867333.404,983.929156,0.983929156
56.9,4859646.389,983.8720975,0.983872097
57,4851979.58,983.81494,0.98381494
57.1,4844332.907,983.7576835,0.983757683
57.2,4836706.301,983.700328,0.983700328
57.3,4829099.691,983.6428735,0.983642873
57.4,4821513.009,983.58532,0.98358532
57.5,4813946.187,983.5276675,0.983527667
57.6,4806399.154,983.469916,0.983469916
57.7,4798871.844,983.4120655,0.983412065
57.8,4791364.188,983.354116,0.983354116
57.9,4783876.118,983.2960675,0.983296067
58,4776407.567,983.23792,0.98323792
58.1,4768958.468,983.1796735,0.983179673
58.2,4761528.754,983.121328,0.983121328
58.3,4754118.358,983.0628835,0.983062883
58.4,4746727.215,983.00434,0.98300434
58.5,4739355.257,982.9456975,0.982945697
58.6,4732002.42,982.886956,0.982886956
58.7,4724668.638,982.8281155,0.982828115
58.8,4717353.845,982.769176,0.982769176
58.9,4710057.977,982.7101375,0.982710137
59,4702780.97,982.651,0.982651
59.1,4695522.758,982.5917635,0.982591763
59.2,4688283.277,982.532428,0.982532428
59.3,4681062.465,982.4729935,0.982472993
59.4,4673860.257,982.41346,0.98241346
59.5,4666676.589,982.3538275,0.982353827
59.6,4659511.4,982.294096,0.982294096
59.7,4652364.626,982.2342655,0.982234265
59.8,4645236.204,982.174336,0.982174336
59.9,4638126.073,982.1143075,0.982114308
60,4631034.17,982.05418,0.98205418
60.1,4623960.433,981.9939535,0.981993954
60.2,4616904.802,981.933628,0.981933628
60.3,4609867.215,981.8732035,0.981873204
60.4,4602847.611,981.81268,0.98181268
60.5,4595845.929,981.7520575,0.981752057
60.6,4588862.108,981.691336,0.981691336
60.7,4581896.09,981.6305155,0.981630515
60.8,4574947.813,981.569596,0.981569596
60.9,4568017.217,981.5085775,0.981508577
61,4561104.244,981.44746,0.98144746
61.1,4554208.835,981.3862435,0.981386243
61.2,4547330.929,981.324928,0.981324928
61.3,4540470.469,981.2635135,0.981263514
61.4,4533627.396,981.202,0.981202
61.5,4526801.651,981.1403875,0.981140388
61.6,4519993.177,981.078676,0.981078676
61.7,4513201.916,981.0168655,0.981016865
61.8,4506427.81,980.954956,0.980954956
61.9,4499670.802,980.8929475,0.980892947
62,4492930.836,980.83084,0.98083084
62.1,4486207.853,980.7686335,0.980768633
62.2,4479501.798,980.706328,0.980706328
62.3,4472812.614,980.6439235,0.980643923
62.4,4466140.244,980.58142,0.98058142
62.5,4459484.634,980.5188175,0.980518817
62.6,4452845.728,980.456116,0.980456116
62.7,4446223.469,980.3933155,0.980393316
62.8,4439617.802,980.330416,0.980330416
62.9,4433028.674,980.2674175,0.980267417
63,4426456.028,980.20432,0.98020432
63.1,4419899.811,980.1411235,0.980141123
63.2,4413359.968,980.077828,0.980077828
63.3,4406836.444,980.0144335,0.980014434
63.4,4400329.186,979.95094,0.97995094
63.5,4393838.141,979.8873475,0.979887348
63.6,4387363.255,979.823656,0.979823656
63.7,4380904.474,979.7598655,0.979759865
63.8,4374461.745,979.695976,0.979695976
63.9,4368035.016,979.6319875,0.979631987
64,4361624.235,979.5679,0.9795679
64.1,4355229.348,979.5037135,0.979503713
64.2,4348850.303,979.439428,0.979439428
64.3,4342487.049,979.3750435,0.979375043
64.4,4336139.534,979.31056,0.97931056
64.5,4329807.706,979.2459775,0.979245978
64.6,4323491.514,979.181296,0.979181296
64.7,4317190.907,979.1165155,0.979116515
64.8,4310905.833,979.051636,0.979051636
64.9,4304636.243,978.9866575,0.978986657
65,4298382.085,978.92158,0.97892158
65.1,4292143.309,978.8564035,0.978856403
65.2,4285919.865,978.791128,0.978791128
65.3,4279711.704,978.7257535,0.978725753
65.4,4273518.775,978.66028,0.97866028
65.5,4267341.029,978.5947075,0.978594707
65.6,4261178.417,978.529036,0.978529036
65.7,4255030.889,978.4632655,0.978463266
65.8,4248898.396,978.397396,0.978397396
65.9,4242780.89,978.3314275,0.978331427
66,4236678.323,978.26536,0.97826536
66.1,4230590.646,978.1991935,0.978199194
66.2,4224517.81,978.132928,0.978132928
66.3,4218459.768,978.0665635,0.978066563
66.4,4212416.472,978.0001,0.9780001
66.5,4206387.875,977.9335375,0.977933537
66.6,4200373.928,977.866876,0.977866876
66.7,4194374.585,977.8001155,0.977800115
66.8,4188389.799,977.733256,0.977733256
66.9,4182419.523,977.6662975,0.977666297
67,4176463.711,977.59924,0.97759924
67.1,4170522.315,977.5320835,0.977532083
67.2,4164595.29,977.464828,0.977464828
67.3,4158682.589,977.3974735,0.977397474
67.4,4152784.166,977.33002,0.97733002
67.5,4146899.977,977.2624675,0.977262467
67.6,4141029.974,977.194816,0.977194816
67.7,4135174.114,977.1270655,0.977127066
67.8,4129332.35,977.059216,0.977059216
67.9,4123504.638,976.9912675,0.976991267
68,4117690.932,976.92322,0.97692322
68.1,4111891.189,976.8550735,0.976855073
68.2,4106105.363,976.786828,0.976786828
68.3,4100333.41,976.7184835,0.976718483
68.4,4094575.287,976.65004,0.97665004
68.5,4088830.949,976.5814975,0.976581497
68.6,4083100.352,976.512856,0.976512856
68.7,4077383.453,976.4441155,0.976444116
68.8,4071680.208,976.375276,0.976375276
68.9,4065990.574,976.3063375,0.976306338
69,4060314.508,976.2373,0.9762373
69.1,4054651.966,976.1681635,0.976168163
69.2,4049002.907,976.098928,0.976098928
69.3,4043367.288,976.0295935,0.976029594
69.4,4037745.065,975.96016,0.97596016
69.5,4032136.197,975.8906275,0.975890627
69.6,4026540.642,975.820996,0.975820996
69.7,4020958.357,975.7512655,0.975751265
69.8,4015389.301,975.681436,0.975681436
69.9,4009833.432,975.6115075,0.975611507
70,4004290.709,975.54148,0.97554148
70.1,3998761.091,975.4713535,0.975471353
70.2,3993244.536,975.401128,0.975401128
70.3,3987741.003,975.3308035,0.975330804
70.4,3982250.451,975.26038,0.97526038
70.5,3976772.84,975.1898575,0.975189858
70.6,3971308.129,975.119236,0.975119236
70.7,3965856.278,975.0485155,0.975048515
70.8,3960417.247,974.977696,0.974977696
70.9,3954990.995,974.9067775,0.974906777
71,3949577.483,974.83576,0.97483576
71.1,3944176.671,974.7646435,0.974764643
71.2,3938788.519,974.693428,0.974693428
71.3,3933412.988,974.6221135,0.974622113
71.4,3928050.039,974.5507,0.9745507
71.5,3922699.632,974.4791875,0.974479187
71.6,3917361.728,974.407576,0.974407576
71.7,3912036.289,974.3358655,0.974335866
71.8,3906723.276,974.264056,0.974264056
71.9,3901422.65,974.1921475,0.974192147
72,3896134.373,974.12014,0.97412014
72.1,3890858.407,974.0480335,0.974048033
72.2,3885594.713,973.975828,0.973975828
72.3,3880343.254,973.9035235,0.973903524
72.4,3875103.991,973.83112,0.97383112
72.5,3869876.888,973.7586175,0.973758617
72.6,3864661.906,973.686016,0.973686016
72.7,3859459.009,973.6133155,0.973613315
72.8,3854268.158,973.540516,0.973540516
72.9,3849089.317,973.4676175,0.973467617
73,3843922.449,973.39462,0.97339462
73.1,3838767.517,973.3215235,0.973321523
73.2,3833624.484,973.248328,0.973248328
73.3,3828493.314,973.1750335,0.973175034
73.4,3823373.971,973.10164,0.97310164
73.5,3818266.417,973.0281475,0.973028148
73.6,3813170.618,972.954556,0.972954556
73.7,3808086.537,972.8808655,0.972880865
73.8,3803014.137,972.807076,0.972807076
73.9,3797953.384,972.7331875,0.972733188
74,3792904.242,972.6592,0.9726592
74.1,3787866.675,972.5851135,0.972585113
74.2,3782840.648,972.510928,0.972510928
74.3,3777826.126,972.4366435,0.972436643
74.4,3772823.074,972.36226,0.97236226
74.5,3767831.456,972.2877775,0.972287777
74.6,3762851.239,972.213196,0.972213196
74.7,3757882.386,972.1385155,0.972138515
74.8,3752924.865,972.063736,0.972063736
74.9,3747978.64,971.9888575,0.971988858
75,3743043.677,971.91388,0.97191388
75.1,3738119.942,971.8388035,0.971838804
75.2,3733207.401,971.763628,0.971763628
75.3,3728306.02,971.6883535,0.971688353
75.4,3723415.766,971.61298,0.97161298
75.5,3718536.604,971.5375075,0.971537507
75.6,3713668.501,971.461936,0.971461936
75.7,3708811.424,971.3862655,0.971386265
75.8,3703965.339,971.310496,0.971310496
75.9,3699130.214,971.2346275,0.971234627
76,3694306.015,971.15866,0.97115866
76.1,3689492.709,971.0825935,0.971082593
76.2,3684690.264,971.006428,0.971006428
76.3,3679898.647,970.9301635,0.970930163
76.4,3675117.825,970.8538,0.9708538
76.5,3670347.766,970.7773375,0.970777338
76.6,3665588.438,970.700776,0.970700776
76.7,3660839.808,970.6241155,0.970624115
76.8,3656101.845,970.547356,0.970547356
76.9,3651374.517,970.4704975,0.970470497
77,3646657.791,970.39354,0.97039354
77.1,3641951.636,970.3164835,0.970316483
77.2,3637256.021,970.239328,0.970239328
77.3,3632570.913,970.1620735,0.970162073
77.4,3627896.282,970.08472,0.97008472
77.5,3623232.097,970.0072675,0.970007267
77.6,3618578.325,969.929716,0.969929716
77.7,3613934.937,969.8520655,0.969852065
77.8,3609301.901,969.774316,0.969774316
77.9,3604679.187,969.6964675,0.969696467
78,3600066.764,969.61852,0.96961852
78.1,3595464.601,969.5404735,0.969540473
78.2,3590872.667,969.462328,0.969462328
78.3,3586290.934,969.3840835,0.969384083
78.4,3581719.369,969.30574,0.96930574
78.5,3577157.944,969.2272975,0.969227297
78.6,3572606.628,969.148756,0.969148756
78.7,3568065.392,969.0701155,0.969070115
78.8,3563534.205,968.991376,0.968991376
78.9,3559013.037,968.9125375,0.968912537
79,3554501.86,968.8336,0.9688336
79.1,3550000.644,968.7545635,0.968754563
79.2,3545509.359,968.675428,0.968675428
79.3,3541027.977,968.5961935,0.968596193
79.4,3536556.467,968.51686,0.96851686
79.5,3532094.802,968.4374275,0.968437428
79.6,3527642.952,968.357896,0.968357896
79.7,3523200.888,968.2782655,0.968278266
79.8,3518768.581,968.198536,0.968198536
79.9,3514346.004,968.1187075,0.968118708
80,3509933.127,968.03878,0.96803878
80.1,3505529.922,967.9587535,0.967958753
80.2,3501136.361,967.878628,0.967878628
80.3,3496752.415,967.7984035,0.967798403
80.4,3492378.057,967.71808,0.96771808
80.5,3488013.258,967.6376575,0.967637657
80.6,3483657.99,967.557136,0.967557136
80.7,3479312.227,967.4765155,0.967476515
80.8,3474975.939,967.395796,0.967395796
80.9,3470649.1,967.3149775,0.967314978
81,3466331.682,967.23406,0.96723406
81.1,3462023.657,967.1530435,0.967153044
81.2,3457724.999,967.071928,0.967071928
81.3,3453435.679,966.9907135,0.966990714
81.4,3449155.672,966.9094,0.9669094
81.5,3444884.949,966.8279875,0.966827987
81.6,3440623.484,966.746476,0.966746476
81.7,3436371.251,966.6648655,0.966664865
81.8,3432128.222,966.583156,0.966583156
81.9,3427894.371,966.5013475,0.966501347
82,3423669.671,966.41944,0.96641944
82.1,3419454.096,966.3374335,0.966337433
82.2,3415247.619,966.255328,0.966255328
82.3,3411050.215,966.1731235,0.966173124
82.4,3406861.857,966.09082,0.96609082
82.5,3402682.519,966.0084175,0.966008418
82.6,3398512.175,965.925916,0.965925916
82.7,3394350.799,965.8433155,0.965843315
82.8,3390198.366,965.760616,0.965760616
82.9,3386054.849,965.6778175,0.965677817
83,3381920.223,965.59492,0.96559492
83.1,3377794.464,965.5119235,0.965511923
83.2,3373677.544,965.428828,0.965428828
83.3,3369569.439,965.3456335,0.965345633
83.4,3365470.124,965.26234,0.96526234
83.5,3361379.573,965.1789475,0.965178947
83.6,3357297.762,965.095456,0.965095456
83.7,3353224.665,965.0118655,0.965011865
83.8,3349160.257,964.928176,0.964928176
83.9,3345104.515,964.8443875,0.964844387
84,3341057.412,964.7605,0.9647605
84.1,3337018.925,964.6765135,0.964676513
84.2,3332989.029,964.592428,0.964592428
84.3,3328967.699,964.5082435,0.964508244
84.4,3324954.911,964.42396,0.96442396
84.5,3320950.641,964.3395775,0.964339577
84.6,3316954.865,964.255096,0.964255096
84.7,3312967.558,964.1705155,0.964170515
84.8,3308988.697,964.085836,0.964085836
84.9,3305018.257,964.0010575,0.964001057
85,3301056.215,963.91618,0.96391618
85.1,3297102.546,963.8312035,0.963831204
85.2,3293157.228,963.746128,0.963746128
85.3,3289220.237,963.6609535,0.963660954
85.4,3285291.548,963.57568,0.96357568
85.5,3281371.139,963.4903075,0.963490308
85.6,3277458.987,963.404836,0.963404836
85.7,3273555.067,963.3192655,0.963319265
85.8,3269659.357,963.233596,0.963233596
85.9,3265771.834,963.1478275,0.963147827
86,3261892.475,963.06196,0.96306196
86.1,3258021.256,962.9759935,0.962975994
86.2,3254158.155,962.889928,0.962889928
86.3,3250303.149,962.8037635,0.962803763
86.4,3246456.215,962.7175,0.9627175
86.5,3242617.331,962.6311375,0.962631137
86.6,3238786.475,962.544676,0.962544676
86.7,3234963.622,962.4581155,0.962458115
86.8,3231148.752,962.371456,0.962371456
86.9,3227341.842,962.2846975,0.962284698
87,3223542.869,962.19784,0.96219784
87.1,3219751.812,962.1108835,0.962110884
87.2,3215968.648,962.023828,0.962023828
87.3,3212193.356,961.9366735,0.961936673
87.4,3208425.913,961.84942,0.96184942
87.5,3204666.297,961.7620675,0.961762067
87.6,3200914.487,961.674616,0.961674616
87.7,3197170.462,961.5870655,0.961587066
87.8,3193434.198,961.499416,0.961499416
87.9,3189705.676,961.4116675,0.961411667
88,3185984.872,961.32382,0.96132382
88.1,3182271.767,961.2358735,0.961235873
88.2,3178566.338,961.147828,0.961147828
88.3,3174868.564,961.0596835,0.961059683
88.4,3171178.425,960.97144,0.96097144
88.5,3167495.898,960.8830975,0.960883098
88.6,3163820.963,960.794656,0.960794656
88.7,3160153.6,960.7061155,0.960706116
88.8,3156493.786,960.617476,0.960617476
88.9,3152841.501,960.5287375,0.960528737
89,3149196.725,960.4399,0.9604399
89.1,3145559.436,960.3509635,0.960350963
89.2,3141929.614,960.261928,0.960261928
89.3,3138307.239,960.1727935,0.960172793
89.4,3134692.29,960.08356,0.96008356
89.5,3131084.746,959.9942275,0.959994227
89.6,3127484.588,959.904796,0.959904796
89.7,3123891.795,959.8152655,0.959815265
89.8,3120306.346,959.725636,0.959725636
89.9,3116728.222,959.6359075,0.959635907
90,3113157.402,959.54608,0.95954608
90.1,3109593.867,959.4561535,0.959456153
90.2,3106037.597,959.366128,0.959366128
90.3,3102488.571,959.2760035,0.959276004
90.4,3098946.77,959.18578,0.95918578
90.5,3095412.175,959.0954575,0.959095457
90.6,3091884.765,959.005036,0.959005036
90.7,3088364.52,958.9145155,0.958914516
90.8,3084851.423,958.823896,0.958823896
90.9,3081345.452,958.7331775,0.958733177
91,3077846.588,958.64236,0.95864236
91.1,3074354.813,958.5514435,0.958551443
91.2,3070870.106,958.460428,0.958460428
91.3,3067392.449,958.3693135,0.958369313
91.4,3063921.823,958.2781,0.9582781
91.5,3060458.208,958.1867875,0.958186788
91.6,3057001.586,958.095376,0.958095376
91.7,3053551.937,958.0038655,0.958003865
91.8,3050109.242,957.912256,0.957912256
91.9,3046673.483,957.8205475,0.957820547
92,3043244.642,957.72874,0.95772874
92.1,3039822.698,957.6368335,0.957636834
92.2,3036407.635,957.544828,0.957544828
92.3,3032999.432,957.4527235,0.957452723
92.4,3029598.072,957.36052,0.95736052
92.5,3026203.536,957.2682175,0.957268217
92.6,3022815.806,957.175816,0.957175816
92.7,3019434.863,957.0833155,0.957083315
92.8,3016060.689,956.990716,0.956990716
92.9,3012693.266,956.8980175,0.956898017
93,3009332.576,956.80522,0.95680522
93.1,3005978.601,956.7123235,0.956712323
93.2,3002631.322,956.619328,0.956619328
93.3,2999290.722,956.5262335,0.956526234
93.4,2995956.783,956.43304,0.95643304
93.5,2992629.486,956.3397475,0.956339748
93.6,2989308.815,956.246356,0.956246356
93.7,2985994.752,956.1528655,0.956152865
93.8,2982687.278,956.059276,0.956059276
93.9,2979386.376,955.9655875,0.955965587
94,2976092.029,955.8718,0.9558718
94.1,2972804.219,955.7779135,0.955777913
94.2,2969522.929,955.683928,0.955683928
94.3,2966248.141,955.5898435,0.955589843
94.4,2962979.838,955.49566,0.95549566
94.5,2959718.002,955.4013775,0.955401378
94.6,2956462.617,955.306996,0.955306996
94.7,2953213.666,955.2125155,0.955212516
94.8,2949971.131,955.117936,0.955117936
94.9,2946734.995,955.0232575,0.955023258
95,2943505.241,954.92848,0.95492848
95.1,2940281.853,954.8336035,0.954833603
95.2,2937064.813,954.738628,0.954738628
95.3,2933854.104,954.6435535,0.954643553
95.4,2930649.711,954.54838,0.95454838
95.5,2927451.616,954.4531075,0.954453107
95.6,2924259.802,954.357736,0.954357736
95.7,2921074.253,954.2622655,0.954262265
95.8,2917894.952,954.166696,0.954166696
95.9,2914721.884,954.0710275,0.954071028
96,2911555.031,953.97526,0.95397526
96.1,2908394.377,953.8793935,0.953879394
96.2,2905239.906,953.783428,0.953783428
96.3,2902091.601,953.6873635,0.953687363
96.4,2898949.446,953.5912,0.9535912
96.5,2895813.426,953.4949375,0.953494937
96.6,2892683.524,953.398576,0.953398576
96.7,2889559.723,953.3021155,0.953302115
96.8,2886442.009,953.205556,0.953205556
96.9,2883330.364,953.1088975,0.953108897
97,2880224.774,953.01214,0.95301214
97.1,2877125.221,952.9152835,0.952915283
97.2,2874031.691,952.818328,0.952818328
97.3,2870944.168,952.7212735,0.952721273
97.4,2867862.636,952.62412,0.95262412
97.5,2864787.079,952.5268675,0.952526867
97.6,2861717.482,952.429516,0.952429516
97.7,2858653.829,952.3320655,0.952332065
97.8,2855596.104,952.234516,0.952234516
97.9,2852544.293,952.1368675,0.952136867
98,2849498.38,952.03912,0.95203912
98.1,2846458.349,951.9412735,0.951941273
98.2,2843424.185,951.843328,0.951843328
98.3,2840395.873,951.7452835,0.951745283
98.4,2837373.398,951.64714,0.95164714
98.5,2834356.745,951.5488975,0.951548897
98.6,2831345.898,951.450556,0.951450556
98.7,2828340.842,951.3521155,0.951352115
98.8,2825341.563,951.253576,0.951253576
98.9,2822348.046,951.1549375,0.951154937
99,2819360.274,951.0562,0.9510562
99.1,2816378.235,950.9573635,0.950957363
99.2,2813401.913,950.858428,0.950858428
99.3,2810431.292,950.7593935,0.950759393
99.4,2807466.359,950.66026,0.95066026
99.5,2804507.099,950.5610275,0.950561027
99.6,2801553.497,950.461696,0.950461696
99.7,2798605.538,950.3622655,0.950362265
99.8,2795663.208,950.262736,0.950262736
99.9,2792726.493,950.1631075,0.950163107
100,2789795.378,950.06338,0.95006338
